"","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","...8","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","biovolume","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard","Species"
"203",NA,NA,NA,68,2016,"Kluane",NA,2016-06-30,"PC16CESP1",108,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,602208,"PC16CESp1","Pika Camp",2016-07-02,2016-08-08,2016,20.4,34.4,8.6,"PC16CESP1","Salix pulchra"
"204",NA,NA,NA,41,2016,"Kluane",NA,2016-06-30,"PC16CESP2",130,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5,762190,"PC16CESp2","Pika Camp",2016-07-02,2016-08-08,2016,16.3,35.3,11.9,"PC16CESP2","Salix pulchra"
"205",NA,NA,NA,96,2016,"Kluane",NA,2016-06-30,"PC16CESP3",329,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.5,7516992,"PC16CESp3","Pika Camp",2016-07-02,2016-08-08,2016,29.9,34.3,11.4,"PC16CESP3","Salix pulchra"
"206",NA,NA,NA,34,2016,"Kluane",NA,2016-06-30,"PC16CESP5",128,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,430848,"PC16CESp5","Pika Camp",2016-07-02,2016-08-08,2016,11,38.3,11.1,"PC16CESP5","Salix pulchra"
"207",NA,NA,NA,69,2016,"Kluane",NA,2016-06-30,"PC16CESP6",145,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,1770885,"PC16CESp6","Pika Camp",NA,2016-07-02,2016,18,22.6,8.8,"PC16CESP6","Salix pulchra"
"208",NA,NA,NA,32,2016,"Kluane",NA,2016-06-30,"PC16CESP7",233,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,1453920,"PC16CESp7","Pika Camp",NA,2016-07-02,2016,35,28.8,9.5,"PC16CESP7","Salix pulchra"
"209",NA,NA,NA,40,2016,"Kluane",NA,2016-06-30,"PC16CESP8",306,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.5,2656080,"PC16CESp8","Pika Camp",NA,2016-07-02,2016,22,29.9,9.7,"PC16CESP8","Salix pulchra"
"210",NA,NA,NA,38,2016,"Kluane",NA,2016-06-30,"PC16CESP9",105,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,331170,"PC16CESp9","Pika Camp",NA,2016-07-02,2016,12,25,9.2,"PC16CESP9","Salix pulchra"
"211",NA,NA,NA,61,2016,"Kluane",NA,2016-06-30,"PC16CESP10",251,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,3199999,"PC16CESp10","Pika Camp",NA,2016-07-02,2016,30,24.8,8.8,"PC16CESP10","Salix pulchra"
"212",NA,NA,NA,7,2016,"Kluane",NA,2016-06-30,"PC16CESA2",60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,18900,"PC16CESa2","Pika Camp",NA,2016-07-02,2016,8.4,NA,NA,"PC16CESA2","Salix arctica"
"213",NA,NA,NA,27,2016,"Kluane",NA,2016-07-01,"PP16TSR2",54,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,71442,"PP16TSR2","Printers Pass",2016-07-02,2016-08-08,2016,12,27.5,6.2,"PP16TSR2","Salix richardsonii"
"214",NA,NA,NA,29,2016,"Kluane",NA,2016-07-01,"PP16TSR3",49,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,42630,"PP16TSR3","Printers Pass",2016-07-02,2016-08-08,2016,8,26.4,12.6,"PP16TSR3","Salix richardsonii"
"215",NA,NA,NA,14,2016,"Kluane",NA,2016-07-01,"PP16TSR4",56,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,27440,"PP16TSR4","Printers Pass",2016-07-02,2016-08-08,2016,21,29.5,9.4,"PP16TSR4","Salix richardsonii"
"216",NA,NA,NA,36,2016,"Kluane",NA,2016-07-01,"PP16TSR10",65,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,74880,"PP16TSr10","Printers Pass",NA,2016-07-02,2016,19,33.7,12.4,"PP16TSR10","Salix richardsonii"
"217",NA,NA,NA,48,2016,"Kluane",NA,2016-07-01,"PP16TSP1",162,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.5,1174176,"PP16TSP1","Printers Pass",2016-07-02,2016-08-08,2016,17,32.1,9.7,"PP16TSP1","Salix pulchra"
"218",NA,NA,NA,27,2016,"Kluane",NA,2016-07-01,"PP16TSP3",168,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.5,403704,"PP16TSP3","Printers Pass",2016-07-02,2016-08-08,2016,12,28.1,8.8,"PP16TSP3","Salix pulchra"
"219",NA,NA,NA,45,2016,"Kluane",NA,2016-07-01,"PP16TSP6",131,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,347805,"PP16TSp6","Printers Pass",NA,2016-07-02,2016,10,NA,NA,"PP16TSP6","Salix pulchra"
"220",NA,NA,NA,39,2016,"Kluane",NA,2016-07-01,"PP16TSP7",152,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,604656,"PP16TSp7","Printers Pass",NA,2016-07-02,2016,25,NA,NA,"PP16TSP7","Salix pulchra"
"221",NA,NA,NA,58,2016,"Kluane",NA,2016-07-01,"PP16TSP8",141,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,842334,"PP16TSp8","Printers Pass",NA,2016-07-02,2016,29,NA,NA,"PP16TSP8","Salix pulchra"
"222",NA,NA,NA,33,2016,"Kluane",NA,2016-07-01,"PP16TSP9",226,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,1051578,"PP16TSp9","Printers Pass",NA,2016-07-02,2016,22,NA,NA,"PP16TSP9","Salix pulchra"
"223",NA,NA,NA,64,2016,"Kluane",NA,2016-07-01,"PP16TSP10",104,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,412672,"PP16TSp10","Printers Pass",NA,2016-07-02,2016,18,NA,NA,"PP16TSP10","Salix pulchra"
"224",NA,NA,NA,143,2016,"Kluane",NA,2016-07-05,"KP16SR1",151,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,3001427,"KP16SR1","Kluane Plateau",2016-07-06,2016-08-08,2016,48.9,33.4,6.7,"KP16SR1","Salix richardsonii"
"225",NA,NA,NA,131,2016,"Kluane",NA,2016-07-05,"KP16SR2",181,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.5,5453530,"KP16SR2","Kluane Plateau",2016-07-06,2016-08-08,2016,49.9,34.5,8.4,"KP16SR2","Salix richardsonii"
"226",NA,NA,NA,81,2016,"Kluane",NA,2016-07-05,"KP16SR4",44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,185328,"KP16SR4","Kluane Plateau",2016-07-06,2016-08-09,2016,25.7,40.6,12.1,"KP16SR4","Salix richardsonii"
"227",NA,NA,NA,157,2016,"Kluane",NA,2016-07-05,"KP16SR5",329,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,16683919,"KP16SR5","Kluane Plateau",2016-07-06,2016-08-08,2016,57.3,36.4,10.2,"KP16SR5","Salix richardsonii"
"228",NA,NA,NA,54,2016,"Kluane",NA,2016-07-05,"KP16SR7",102,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.5,765612,"KP16SR7","Kluane Plateau",2016-07-06,2016-08-08,2016,18.1,29.9,10.8,"KP16SR7","Salix richardsonii"
"229",NA,NA,NA,58,2016,"Kluane",NA,2016-07-05,"KP16SR8",131,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,615438,"KP16SR8","Kluane Plateau",2016-07-06,2016-08-08,2016,29.4,35.7,12.4,"KP16SR8","Salix richardsonii"
"230",NA,NA,NA,86,2016,"Kluane",NA,2016-07-05,"KP16SR9",104,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,635024,"KP16SR9","Kluane Plateau",2016-07-06,2016-08-08,2016,25.6,33.8,7.5,"KP16SR9","Salix richardsonii"
"231",NA,NA,NA,88,2016,"Kluane",NA,2016-07-05,"KP16SR10",68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,430848,"KP16SR10","Kluane Plateau",2016-07-06,2016-08-08,2016,24.6,37.2,10.3,"KP16SR10","Salix richardsonii"
"232",NA,NA,NA,90,2016,"Kluane",NA,2016-07-05,"KP16SR11",173,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,3191850,"KP16SR11","Kluane Plateau",2016-07-06,2016-08-08,2016,35.6,26,12,"KP16SR11","Salix richardsonii"
"233",NA,NA,NA,132,2016,"Kluane",NA,2016-07-05,"KP16SR12",173,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,4590036,"KP16SR12","Kluane Plateau",2016-07-06,2016-08-08,2016,29.7,35.7,8.1,"KP16SR12","Salix richardsonii"
"234",NA,NA,NA,106,2016,"Kluane",NA,2016-07-05,"KP16SR13",323,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,6813362,"KP16SR13","Kluane Plateau",2016-07-06,2016-08-08,2016,35.4,30.1,12.9,"KP16SR13","Salix richardsonii"
"235",NA,NA,NA,130,2016,"Kluane",NA,2016-07-05,"KP16SR14",221,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,5544890,"KP16SR14","Kluane Plateau",2016-07-06,2016-08-08,2016,41.4,40.3,10.3,"KP16SR14","Salix richardsonii"
"236",NA,NA,NA,64,2016,"Kluane",NA,2016-07-05,"KP16SR15",100,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,531200,"KP16SR15","Kluane Plateau",2016-07-06,2016-08-08,2016,26.2,32.1,10,"KP16SR15","Salix richardsonii"
"237",NA,NA,NA,42,2016,"Kluane",NA,2016-07-05,"KP16SR17",62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,122388,"KP16SR17","Kluane Plateau",2016-07-06,2016-08-08,2016,128,33.7,9.2,"KP16SR17","Salix richardsonii"
"238",NA,NA,NA,16,2016,"Kluane",NA,2016-07-05,"KP16SR18",311,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.5,1303712,"KP16SR18","Kluane Plateau",2016-07-06,2016-08-08,2016,43.3,39.2,9.7,"KP16SR18","Salix richardsonii"
"239",NA,NA,NA,81,2016,"Kluane",NA,2016-07-05,"KP16SR19",191,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.5,2784780,"KP16SR19","Kluane Plateau",2016-07-06,2016-08-08,2016,31.7,31.7,10.3,"KP16SR19","Salix richardsonii"
"240",NA,NA,NA,112,2016,"Kluane",NA,2016-07-05,"KP16SR20",326,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.5,10771040,"KP16SR20","Kluane Plateau",2016-07-06,2016-08-08,2016,50,26.6,9.5,"KP16SR20","Salix richardsonii"
"241",NA,NA,NA,91,2016,"Kluane",NA,2016-07-05,"KP16SR21",321,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,8967777,"KP16Sr21","Kluane Plateau",NA,2016-07-06,2016,36.8,36.2,8.5,"KP16SR21","Salix richardsonii"
"242",NA,NA,NA,94,2016,"Kluane",NA,2016-07-05,"KP16SR22",152,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5,2128912,"KP16Sr22","Kluane Plateau",NA,2016-07-06,2016,31.4,38.1,12.4,"KP16SR22","Salix richardsonii"
"243",NA,NA,NA,104,2016,"Kluane",NA,2016-07-05,"KP16SR23",241,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.5,6215872,"KP16Sr23","Kluane Plateau",NA,2016-07-06,2016,36.6,37.2,10.2,"KP16SR23","Salix richardsonii"
"244",NA,NA,NA,98,2016,"Kluane",NA,2016-07-05,"KP16SR24",300,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,8173200,"KP16Sr24","Kluane Plateau",NA,2016-07-06,2016,48.4,32.4,10.7,"KP16SR24","Salix richardsonii"
"245",NA,NA,NA,43,2016,"Kluane",NA,2016-07-05,"KP16SR25",107,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,464701,"KP16Sr25","Kluane Plateau",NA,2016-07-06,2016,8,26.1,10.5,"KP16SR25","Salix richardsonii"
"246",NA,NA,NA,87,2016,"Kluane",NA,2016-07-05,"KP16SR26",124,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,1402440,"KP16Sr26","Kluane Plateau",NA,2016-07-06,2016,40,42.4,16,"KP16SR26","Salix richardsonii"
"247",NA,NA,NA,102,2016,"Kluane",NA,2016-07-05,"KP16SR27",168,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5,2142000,"KP16Sr27","Kluane Plateau",NA,2016-07-06,2016,20,41.7,16.6,"KP16SR27","Salix richardsonii"
"248",NA,NA,NA,74,2016,"Kluane",NA,2016-07-05,"KP16SR28",101,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,695082,"KP16Sr28","Kluane Plateau",NA,2016-07-06,2016,26,36.9,15.9,"KP16SR28","Salix richardsonii"
"249",NA,NA,NA,86,2016,"Kluane",NA,2016-07-05,"KP16SR29",167,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,1967594,"KP16Sr29","Kluane Plateau",NA,2016-07-06,2016,39,32.9,14.1,"KP16SR29","Salix richardsonii"
"250",NA,NA,NA,95,2016,"Kluane",NA,2016-07-05,"KP16SR30",188,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,1750280,"KP16Sr30","Kluane Plateau",NA,2016-07-06,2016,39,36.5,15.7,"KP16SR30","Salix richardsonii"
"251",NA,NA,NA,106,2016,"Kluane",NA,2016-07-05,"KP16SR31",208,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.5,4872608,"KP16Sr31","Kluane Plateau",NA,2016-07-06,2016,35,37,18.4,"KP16SR31","Salix richardsonii"
"252",NA,NA,NA,97,2016,"Kluane",NA,2016-07-05,"KP16SR32",222,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5,5318898,"KP16Sr32","Kluane Plateau",NA,2016-07-06,2016,27,44.8,21.4,"KP16SR32","Salix richardsonii"
"253",NA,NA,NA,78,2016,"Kluane",NA,2016-07-05,"KP16SR33",179,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.5,2122224,"KP16Sr33","Kluane Plateau",NA,2016-07-06,2016,47,43.4,20.7,"KP16SR33","Salix richardsonii"
"254",NA,NA,NA,71,2016,"Kluane",NA,2016-07-05,"KP16SR34",158,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,1368596,"KP16Sr34","Kluane Plateau",NA,2016-07-06,2016,21,33.9,15.6,"KP16SR34","Salix richardsonii"
"255",NA,NA,NA,72,2016,"Kluane",NA,2016-07-05,"KP16SR35",170,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,1958400,"KP16Sr35","Kluane Plateau",NA,2016-07-06,2016,45,38,19.6,"KP16SR35","Salix richardsonii"
"256",NA,NA,NA,83,2016,"Kluane",NA,2016-07-05,"KP16SR36",130,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.5,830830,"KP16Sr36","Kluane Plateau",NA,2016-07-07,2016,32,37.1,17.4,"KP16SR36","Salix richardsonii"
"257",NA,NA,NA,127,2016,"Kluane",NA,2016-07-05,"KP16SR37",157,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2013839,"KP16Sr37","Kluane Plateau",NA,2016-07-07,2016,33,49.3,15.1,"KP16SR37","Salix richardsonii"
"258",NA,NA,NA,86,2016,"Kluane",NA,2016-07-05,"KP16SR38",191,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,2841698,"KP16Sr38","Kluane Plateau",NA,2016-07-07,2016,31,29,17.5,"KP16SR38","Salix richardsonii"
"259",NA,NA,NA,86,2016,"Kluane",NA,2016-07-05,"KP16SR39",175,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,1790950,"KP16Sr39","Kluane Plateau",NA,2016-07-07,2016,30,34.2,17.6,"KP16SR39","Salix richardsonii"
"260",NA,NA,NA,181,2016,"Kluane",NA,2016-07-05,"KP16SP1",366,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.5,26829630,"KP16SP1","Kluane Plateau",2016-07-06,2016-08-08,2016,45.5,36.1,11.1,"KP16SP1","Salix pulchra"
"261",NA,NA,NA,83,2016,"Kluane",NA,2016-07-05,"KP16SP2",170,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,1622650,"KP16SP2","Kluane Plateau",2016-07-06,2016-08-08,2016,27.6,34.3,11,"KP16SP2","Salix pulchra"
"262",NA,NA,NA,133,2016,"Kluane",NA,2016-07-05,"KP16SP5",224,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,5720064,"KP16SP5","Kluane Plateau",2016-07-06,2016-08-08,2016,30.4,28,7.6,"KP16SP5","Salix pulchra"
"263",NA,NA,NA,107,2016,"Kluane",NA,2016-07-05,"KP16SP7",266,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,4496996,"KP16SP7","Kluane Plateau",2016-07-06,2016-08-08,2016,31.8,33,8.5,"KP16SP7","Salix pulchra"
"264",NA,NA,NA,104,2016,"Kluane",NA,2016-07-05,"KP16SP8",323,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.5,4837248,"KP16SP8","Kluane Plateau",2016-07-06,2016-08-08,2016,27,44.3,9.1,"KP16SP8","Salix pulchra"
"265",NA,NA,NA,129,2016,"Kluane",NA,2016-07-05,"KP16SP10",166,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,3811692,"KP16SP10","Kluane Plateau",2016-07-06,2016-08-08,2016,46.1,34.2,9.9,"KP16SP10","Salix pulchra"
"266",NA,NA,NA,209,2016,"Kluane",NA,2016-07-05,"KP16SP11",577,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,87671111,"KP16SP11","Kluane Plateau",2016-07-06,2016-08-08,2016,92,34.3,9.1,"KP16SP11","Salix pulchra"
"267",NA,NA,NA,147,2016,"Kluane",NA,2016-07-05,"KP16SP12",214,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,6480348,"KP16SP12","Kluane Plateau",2016-07-06,2016-08-08,2016,48.8,25.8,7.4,"KP16SP12","Salix pulchra"
"268",NA,NA,NA,131,2016,"Kluane",NA,2016-07-05,"KP16SP13",356,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.5,17115412,"KP16SP13","Kluane Plateau",2016-07-06,2016-08-08,2016,36.1,25,9.3,"KP16SP13","Salix pulchra"
"269",NA,NA,NA,73,2016,"Kluane",NA,2016-07-05,"KP16SP14",218,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,3787532,"KP16SP14","Kluane Plateau",2016-07-06,2016-08-08,2016,28.1,40.1,9.3,"KP16SP14","Salix pulchra"
"270",NA,NA,NA,152,2016,"Kluane",NA,2016-07-05,"KP16SP15",390,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.5,17961840,"KP16SP15","Kluane Plateau",2016-07-06,2016-08-08,2016,41.8,43.3,10.1,"KP16SP15","Salix pulchra"
"271",NA,NA,NA,113,2016,"Kluane",NA,2016-07-05,"KP16SP16",269,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,5045902,"KP16SP16","Kluane Plateau",2016-07-06,2016-08-08,2016,25.1,35.9,10.5,"KP16SP16","Salix pulchra"
"272",NA,NA,NA,173,2016,"Kluane",NA,2016-07-05,"KP16SP17",257,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.5,14672130,"KP16SP17","Kluane Plateau",2016-07-06,2016-08-08,2016,43.7,36,8.3,"KP16SP17","Salix pulchra"
"273",NA,NA,NA,82,2016,"Kluane",NA,2016-07-05,"KP16SP18",195,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,2766270,"KP16SP18","Kluane Plateau",2016-07-06,2016-08-08,2016,18.3,32.5,8.9,"KP16SP18","Salix pulchra"
"274",NA,NA,NA,126,2016,"Kluane",NA,2016-07-05,"KP16SP19",232,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,5817168,"KP16SP19","Kluane Plateau",2016-07-06,2016-08-08,2016,33.5,33.2,11.1,"KP16SP19","Salix pulchra"
"275",NA,NA,NA,92,2016,"Kluane",NA,2016-07-05,"KP16SP20",245,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.5,3921960,"KP16SP20","Kluane Plateau",2016-07-06,2016-08-08,2016,21.1,35.7,10.7,"KP16SP20","Salix pulchra"
"276",NA,NA,NA,80,2016,"Kluane",NA,2016-07-05,"KP16SP21",172,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,2586880,"KP16Sp21","Kluane Plateau",NA,2016-07-09,2016,27.6,40.3,7.7,"KP16SP21","Salix pulchra"
"277",NA,NA,NA,85,2016,"Kluane",NA,2016-07-05,"KP16SP22",178,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,2541840,"KP16Sp22","Kluane Plateau",NA,2016-07-09,2016,24,35.2,9.2,"KP16SP22","Salix pulchra"
"278",NA,NA,NA,98,2016,"Kluane",NA,2016-07-05,"KP16SP23",261,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.5,7008372,"KP16Sp23","Kluane Plateau",NA,2016-07-09,2016,40.4,34.4,10.5,"KP16SP23","Salix pulchra"
"279",NA,NA,NA,111,2016,"Kluane",NA,2016-07-05,"KP16SP24",352,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,13831488,"KP16Sp24","Kluane Plateau",NA,2016-07-09,2016,46.9,28.8,11.1,"KP16SP24","Salix pulchra"
"280",NA,NA,NA,98,2016,"Kluane",NA,2016-07-05,"KP16SP25",328,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,9386048,"KP16Sp25","Kluane Plateau",NA,2016-07-09,2016,78.2,32.1,11.3,"KP16SP25","Salix pulchra"
"281",NA,NA,NA,71,2016,"Kluane",NA,2016-07-05,"KP16SP27",166,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.5,1826830,"KP16Sp27","Kluane Plateau",NA,2016-07-09,2016,31.9,22.1,6.3,"KP16SP27","Salix pulchra"
"282",NA,NA,NA,72,2016,"Kluane",NA,2016-07-05,"KP16SP28",370,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,8151840,"KP16Sp28","Kluane Plateau",NA,2016-07-09,2016,30.2,26.6,9.4,"KP16SP28","Salix pulchra"
"283",NA,NA,NA,90,2016,"Kluane",NA,2016-07-05,"KP16SP29",189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,1343790,"KP16Sp29","Kluane Plateau",NA,2016-07-09,2016,24.6,29.5,14.7,"KP16SP29","Salix pulchra"
"284",NA,NA,NA,66,2016,"Kluane",NA,2016-07-08,"KP16SP31",300,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,4870800,"KP16Sp31","Kluane Plateau",NA,2016-07-09,2016,19,32.4,12.6,"KP16SP31","Salix pulchra"
"285",NA,NA,NA,55,2016,"Kluane",NA,2016-07-08,"KP16SP32",121,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.5,971630,"KP16Sp32","Kluane Plateau",NA,2016-07-09,2016,34,33.6,24.1,"KP16SP32","Salix pulchra"
"286",NA,NA,NA,91,2016,"Kluane",NA,2016-07-08,"KP16SP33",158,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.5,1222130,"KP16Sp33","Kluane Plateau",NA,2016-07-09,2016,25,45.4,16.6,"KP16SP33","Salix pulchra"
"287",NA,NA,NA,75,2016,"Kluane",NA,2016-07-08,"KP16SP34",125,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5,881250,"KP16Sp34","Kluane Plateau",NA,2016-07-09,2016,15,42.6,13.9,"KP16SP34","Salix pulchra"
"288",NA,NA,NA,60,2016,"Kluane",NA,2016-07-08,"KP16SP35",170,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,1856400,"KP16Sp35","Kluane Plateau",NA,2016-07-09,2016,31,36.2,14,"KP16SP35","Salix pulchra"
"289",NA,NA,NA,51,2016,"Kluane",NA,2016-07-08,"KP16SP37",111,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,577422,"KP16Sp37","Kluane Plateau",NA,2016-07-09,2016,2.6,30,13.7,"KP16SP37","Salix pulchra"
"290",NA,NA,NA,71,2016,"Kluane",NA,2016-07-08,"KP16SP38",121,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5,945010,"KP16Sp38","Kluane Plateau",NA,2016-07-09,2016,35,34.7,9.6,"KP16SP38","Salix pulchra"
"291",NA,NA,NA,92,2016,"Kluane",NA,2016-07-08,"KP16SP40",367,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.5,10061672,"KP16Sp40","Kluane Plateau",NA,2016-07-09,2016,38,27.8,6.7,"KP16SP40","Salix pulchra"
"292",NA,NA,NA,4,2016,"Kluane",NA,2016-07-08,"KP16SA1",37,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3700,"KP16Sa1","Kluane Plateau",NA,2016-07-09,2016,4,13.6,4.7,"KP16SA1","Salix arctica"
"293",NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA3",50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,10750,"KP16Sa3","Kluane Plateau",NA,2016-07-09,2016,5,5.3,7.2,"KP16SA3","Salix arctica"
"294",NA,NA,NA,6.5,2016,"Kluane",NA,2016-07-08,"KP16SA4",54,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,11232,"KP16Sa4","Kluane Plateau",NA,2016-07-09,2016,8,21.4,8,"KP16SA4","Salix arctica"
"295",NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA5",45,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,16470,"KP16Sa5","Kluane Plateau",NA,2016-07-09,2016,7,11.5,8.1,"KP16SA5","Salix arctica"
"296",NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA6",55,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,11000,"KP16Sa6","Kluane Plateau",NA,2016-07-09,2016,7,19.9,7.8,"KP16SA6","Salix arctica"
"297",NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA8",57,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,17100,"KP16Sa8","Kluane Plateau",NA,2016-07-09,2016,6,15.9,8.3,"KP16SA8","Salix arctica"
"298",NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA9",55,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,10175,"KP16Sa9","Kluane Plateau",NA,2016-07-09,2016,10,19.1,9.5,"KP16SA9","Salix arctica"
"299",NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA11",62,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,15252,"KP16Sa11","Kluane Plateau",2016-07-08,2016-08-08,2016,8,20.1,7.5,"KP16SA11","Salix arctica"
"300",NA,NA,NA,4.5,2016,"Kluane",NA,2016-07-08,"KP16SA13",50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,5175,"KP16Sa13","Kluane Plateau",2016-07-08,2016-08-08,2016,13,13.1,9.8,"KP16SA13","Salix arctica"
"301",NA,NA,NA,7,2016,"Kluane",NA,2016-07-08,"KP16SA14",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,10045,"KP16Sa14","Kluane Plateau",2016-07-08,2016-08-08,2016,9,17.2,9.7,"KP16SA14","Salix arctica"
