"","Species","plant_tag_id","sample_id","date_sampled","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","month","year","DOY","population","LDMC_g_g","Site","Sample_Date","Dry_mass","site_id","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m","date","MONTH"
"207","Salix richardsonii","SRIC2",139721322,"2022-07-26",NA,12.822861887628,77.9857108938246,30.2596314907873,0.0179736234324073,1.275,4632.9,1.194,NA,"2022","207","source_north",0.283372549019608,"Qikiqtaruk",NA,NA,"Qikiqtaruk",361.3,NA,NA,NA,NA,NA,NA
"208","Salix richardsonii","SRIC3",139721384,"2022-07-26",NA,NA,NA,NA,NA,1.457,5707.7,1.383,NA,"2022","207","source_north",NA,"Qikiqtaruk",NA,NA,"Qikiqtaruk",NA,NA,NA,NA,NA,NA,NA
"209","Salix pulchra","SPUL1",139721537,"2022-07-26",NA,12.2786689011252,81.4420527218843,34.8083333333333,0.0152530806426455,1.246,5128.8,1.2,NA,"2022","207","source_north",0.335232744783307,"Qikiqtaruk",NA,NA,"Qikiqtaruk",417.7,NA,NA,NA,NA,NA,NA
"210","Salix pulchra","SPUL2",139721606,"2022-07-26",NA,12.9560780834073,77.183850974215,36.4135702746365,0.0134780673218505,0.645,2920.3,0.619,NA,"2022","207","source_north",0.349457364341085,"Qikiqtaruk",NA,NA,"Qikiqtaruk",225.4,NA,NA,NA,NA,NA,NA
"211","Salix pulchra","SPUL3",139721663,"2022-07-26",NA,13.572972972973,73.6758263639984,33.2335329341317,0.0148015398911456,0.69,3013.2,0.668,NA,"2022","207","source_north",0.321739130434783,"Qikiqtaruk",NA,NA,"Qikiqtaruk",222,NA,NA,NA,NA,NA,NA
"212","Salix arctica","",139632391,"2022-07-25",NA,9.24487594390507,108.168028004667,30.7389862624349,0.0243723953992332,2.159,5999,2.111,NA,"2022","206","source_north",0.300555812876332,"Qikiqtaruk",NA,NA,"Qikiqtaruk",648.9,NA,NA,NA,NA,NA,NA
"213","Salix richardsonii","SRIC1",139721255,"2022-07-26",NA,15.5254817987152,64.4102394350656,28.756157635468,0.0159577402626062,0.904,3625.2,0.812,NA,"2022","207","source_north",0.258296460176991,"Qikiqtaruk",NA,NA,"Qikiqtaruk",233.5,NA,NA,NA,NA,NA,NA
"214","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"215","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"216","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"217","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"218","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source_south",NA,"Kluane",NA,NA,"",10,NA,61.10549,-138.6618,1693,"07-Jul",7
"219","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source_south",NA,"Kluane",NA,NA,"",25,NA,61.10549,-138.6618,1693,"08-Jul",7
"220","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source_south",NA,"Kluane",NA,NA,"",30,NA,61.10549,-138.6618,1693,"08-Jul",7
"221","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source_south",NA,"Kluane",NA,NA,"",25,NA,61.10549,-138.6618,1693,"08-Jul",7
"222","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source_south",NA,"Kluane",NA,NA,"",30,NA,61.10549,-138.6618,1693,"08-Jul",7
"223","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source_south",NA,"Kluane",NA,NA,"",5,NA,61.10549,-138.6618,1693,"08-Jul",7
"224","Salix arctica",NA,NA,NA,NA,13.93,NA,NA,NA,NA,96,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",7,NA,61.10549,-138.6618,1693,"Jul",7
"225","Salix arctica",NA,NA,NA,NA,14.67,NA,NA,NA,NA,127,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",9,NA,61.10549,-138.6618,1693,"Jul",7
"226","Salix arctica",NA,NA,NA,NA,12.8,NA,NA,NA,NA,54,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",5,NA,61.10549,-138.6618,1693,"Jul",7
"227","Salix arctica",NA,NA,NA,NA,12.85,NA,NA,NA,NA,85,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",6.5,NA,61.10549,-138.6618,1693,"Jul",7
"228","Salix arctica",NA,NA,NA,NA,12.3,NA,NA,NA,NA,134,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",11.5,NA,61.10549,-138.6618,1693,"Jul",7
"229","Salix arctica",NA,NA,NA,NA,13.05,NA,NA,NA,NA,480,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",31,NA,61.10549,-138.6618,1693,"Jul",7
"230","Salix arctica",NA,NA,NA,NA,14.22,NA,NA,NA,NA,414,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",32,NA,61.10549,-138.6618,1693,"Jul",7
"231","Salix arctica",NA,NA,NA,NA,12.97,NA,NA,NA,NA,485,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",31,NA,61.10549,-138.6618,1693,"Jul",7
"232","Salix arctica",NA,NA,NA,NA,13.64,NA,NA,NA,NA,406,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",29,NA,61.10549,-138.6618,1693,"Jul",7
"233","Salix arctica",NA,NA,NA,NA,14.05,NA,NA,NA,NA,109,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",9.5,NA,61.10549,-138.6618,1693,"Jul",7
"234","Salix arctica",NA,NA,NA,NA,12.18,NA,NA,NA,NA,648,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",51.5,NA,69.5749,-138.8631,76,"Jul",7
"235","Salix arctica",NA,NA,NA,NA,11.54,NA,NA,NA,NA,909,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",73.5,NA,69.5749,-138.8631,76,"Jul",7
"236","Salix arctica",NA,NA,NA,NA,12.7,NA,NA,NA,NA,885,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",72.5,NA,69.5749,-138.8631,76,"Jul",7
"237","Salix arctica",NA,NA,NA,NA,10.12,NA,NA,NA,NA,1215,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",108.5,NA,69.5749,-138.8631,76,"Jul",7
"238","Salix arctica",NA,NA,NA,NA,12.25,NA,NA,NA,NA,804,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",67.5,NA,69.5749,-138.8631,76,"Jul",7
"239","Salix arctica",NA,NA,NA,NA,10.06,NA,NA,NA,NA,2245,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",205.5,NA,69.5749,-138.8631,76,"Jul",7
"240","Salix arctica",NA,NA,NA,NA,10.21,NA,NA,NA,NA,1511,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",132,NA,69.5749,-138.8631,76,"Jul",7
"241","Salix arctica",NA,NA,NA,NA,14.26,NA,NA,NA,NA,1330,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",75.5,NA,69.5749,-138.8631,76,"Jul",7
"242","Salix arctica",NA,NA,NA,NA,24.91,NA,NA,NA,NA,1392,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",51,NA,69.5749,-138.8631,76,"Jul",7
"243","Salix arctica",NA,NA,NA,NA,8.98,NA,NA,NA,NA,1234,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",139,NA,69.5749,-138.8631,76,"Jul",7
"244","Salix arctica",NA,NA,NA,NA,11.98,NA,NA,NA,NA,945,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",99.5,NA,69.5749,-138.8631,76,"Jul",7
"245","Salix arctica",NA,NA,NA,NA,10.88,NA,NA,NA,NA,2285,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",237,NA,69.5749,-138.8631,76,"Jul",7
"246","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"247","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"248","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"249","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"250","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"251","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"252","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"253","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"254","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"255","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,NA,61.10549,-138.6618,1693,"Jul",7
"256","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,607,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"257","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,787,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"258","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,956,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"259","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,982,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"260","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"261","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"262","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1185,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"263","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,824,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"264","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"265","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1262,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"266","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"267","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,2871,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,NA,69.5749,-138.8631,76,"Jul",7
"268","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.740331492,69.5749,-138.8631,76,"Jul",7
"269","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.662082515,69.5749,-138.8631,76,"Jul",7
"270","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.672,69.5749,-138.8631,76,"Jul",7
"271","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.749084249,69.5749,-138.8631,76,"Jul",7
"272","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.732,69.5749,-138.8631,76,"Jul",7
"273","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.749482402,69.5749,-138.8631,76,"Jul",7
"274","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.738197425,69.5749,-138.8631,76,"Jul",7
"275","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.646387833,69.5749,-138.8631,76,"Jul",7
"276","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.739612188,69.5749,-138.8631,76,"Jul",7
"277","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.745583039,69.5749,-138.8631,76,"Jul",7
"278","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.678527607,69.5749,-138.8631,76,"Jul",7
"279","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_north",NA,"Qikiqtaruk",NA,NA,"",NA,0.699001427,69.5749,-138.8631,76,"Jul",7
"280","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.854368932,61.10549,-138.6618,1693,"Jul",7
"281","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.796747967,61.10549,-138.6618,1693,"Jul",7
"282","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.818181818,61.10549,-138.6618,1693,"Jul",7
"283","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.633333333,61.10549,-138.6618,1693,"Jul",7
"284","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.794871795,61.10549,-138.6618,1693,"Jul",7
"285","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.615384615,61.10549,-138.6618,1693,"Jul",7
"286","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.617647059,61.10549,-138.6618,1693,"Jul",7
"287","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.653846154,61.10549,-138.6618,1693,"Jul",7
"288","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.47826087,61.10549,-138.6618,1693,"Jul",7
"289","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source_south",NA,"Kluane",NA,NA,"",NA,0.642857143,61.10549,-138.6618,1693,"Jul",7
"290","Salix arctica",NA,NA,NA,NA,10.52758402,NA,NA,NA,NA,1109.3,0.205,NA,"2015","203","source_north",0.384634146,"Qikiqtaruk",NA,NA,"HE15PTS1",78.85,0.76409894,69.57645,-138.994435,49,"22/07/2015",7
"291","Salix arctica",NA,NA,NA,NA,10.05552896,NA,NA,NA,NA,866.2,0.255,NA,"2015","203","source_north",0.409607843,"Qikiqtaruk",NA,NA,"HE15PTS1",104.45,0.656644035,69.57645,-138.994435,49,"22/07/2015",7
"292","Salix arctica",NA,NA,NA,NA,10.33189033,NA,NA,NA,NA,708.7,0.175,NA,"2015","203","source_north",0.396,"Qikiqtaruk",NA,NA,"HE15PTS1",69.3,0.660910518,69.57645,-138.994435,49,"22/07/2015",7
"293","Salix arctica",NA,NA,NA,NA,10.69727891,NA,NA,NA,NA,157,0.075,NA,"2015","203","source_north",0.392,"Qikiqtaruk",NA,NA,"HE15PTS1",29.4,0.712087912,69.57645,-138.994435,49,"22/07/2015",7
"294","Salix arctica",NA,NA,NA,NA,9.24772746,NA,NA,NA,NA,1815.562,0.635,NA,"2015","203","source_north",0.382519685,"Qikiqtaruk",NA,NA,"HE15PTS1",242.9,0.647229615,69.57645,-138.994435,49,"22/07/2015",7
"295","Salix arctica",NA,NA,NA,NA,10.61965318,NA,NA,NA,NA,584.4,0.25,NA,"2015","206","source_north",0.346,"Qikiqtaruk",NA,NA,"HE15PTS2",86.5,0.746887967,69.57677,138.90984,29,"25/07/2015",7
"296","Salix arctica",NA,NA,NA,NA,13.33161512,NA,NA,NA,NA,488.7,0.07,NA,"2015","206","source_north",0.415714286,"Qikiqtaruk",NA,NA,"HE15PTS2",29.1,0.638888889,69.57677,138.90984,29,"25/07/2015",7
"297","Salix arctica",NA,NA,NA,NA,11.40073193,NA,NA,NA,NA,627.8,0.14,NA,"2015","206","source_north",0.390357143,"Qikiqtaruk",NA,NA,"HE15PTS2",54.65,0.646846847,69.57677,138.90984,29,"25/07/2015",7
"298","Salix arctica",NA,NA,NA,NA,9.510846954,NA,NA,NA,NA,1656.7,0.43,NA,"2015","206","source_north",0.39127907,"Qikiqtaruk",NA,NA,"HE15PTS2",168.25,0.621192053,69.57677,138.90984,29,"25/07/2015",7
"299","Salix arctica",NA,NA,NA,NA,9.102306463,NA,NA,NA,NA,2210.2,0.555,NA,"2015","206","source_north",0.394504505,"Qikiqtaruk",NA,NA,"HE15PTS2",218.95,0.691525424,69.57677,138.90984,29,"25/07/2015",7
"300","Salix arctica",NA,NA,NA,NA,11.45700637,NA,NA,NA,NA,762.6,0.19,NA,"2015","206","source_north",0.330526316,"Qikiqtaruk",NA,NA,"HE15PTS3",62.8,0.7,69.56985,138.89821,-4,"25/07/2015",7
"301","Salix arctica",NA,NA,NA,NA,14.23935091,NA,NA,NA,NA,1188.3,0.24,NA,"2015","206","source_north",0.308125,"Qikiqtaruk",NA,NA,"HE15PTS3",73.95,0.617497457,69.56985,138.89821,-4,"25/07/2015",7
"302","Salix arctica",NA,NA,NA,NA,11.30290011,NA,NA,NA,NA,487.5,0.115,NA,"2015","206","source_north",0.404782609,"Qikiqtaruk",NA,NA,"HE15PTS3",46.55,0.644897959,69.56985,138.89821,-4,"25/07/2015",7
"303","Salix arctica",NA,NA,NA,NA,13.01891716,NA,NA,NA,NA,1044,0.215,NA,"2015","206","source_north",0.356511628,"Qikiqtaruk",NA,NA,"HE15PTS3",76.65,0.620611552,69.56985,138.89821,-4,"25/07/2015",7
"304","Salix arctica",NA,NA,NA,NA,11.8266129,NA,NA,NA,NA,844.9,0.13,NA,"2015","206","source_north",0.381538462,"Qikiqtaruk",NA,NA,"HE15PTS3",49.6,0.823834197,69.56985,138.89821,-4,"25/07/2015",7
"305","Salix arctica",NA,NA,NA,NA,10.28284672,NA,NA,NA,NA,256.1,0.06,NA,"2015","209","source_north",0.456666667,"Qikiqtaruk",NA,NA,"HE15PTS11",27.4,NA,69.57632,138.86952,59,"28/07/2015",7
"306","Salix arctica",NA,NA,NA,NA,8.906217071,NA,NA,NA,NA,363.8,0.105,NA,"2015","209","source_north",0.451904762,"Qikiqtaruk",NA,NA,"HE15PTS11",47.45,NA,69.57632,138.86952,59,"28/07/2015",7
"307","Salix arctica",NA,NA,NA,NA,7.335168617,NA,NA,NA,NA,645.2,0.15,NA,"2015","209","source_north",0.484333333,"Qikiqtaruk",NA,NA,"HE15PTS11",72.65,NA,69.57632,138.86952,59,"28/07/2015",7
"308","Salix arctica",NA,NA,NA,NA,9.839534884,NA,NA,NA,NA,85.2,0.035,NA,"2015","209","source_north",0.614285714,"Qikiqtaruk",NA,NA,"HE15PTS11",21.5,NA,69.57632,138.86952,59,"28/07/2015",7
"309","Salix arctica",NA,NA,NA,NA,9.439606742,NA,NA,NA,NA,357.4,0.085,NA,"2015","209","source_north",0.418823529,"Qikiqtaruk",NA,NA,"HE15PTS11",35.6,NA,69.57632,138.86952,59,"28/07/2015",7
"310","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,550.9,NA,NA,"2015","203","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"311","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1234.4,NA,NA,"2015","203","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"312","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,723.3,NA,NA,"2015","203","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"313","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,472,NA,NA,"2015","203","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"314","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,2676.984,NA,NA,"2015","203","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"315","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1252.8,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"316","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,287.2,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"317","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,618.3,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"318","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1543.7,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"319","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1775.7,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"320","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,676.4,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"321","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,917.7,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"322","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,564.8,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"323","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,951.8,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"324","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,328.3,NA,NA,"2015","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"325","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,307.4,NA,NA,"2015","209","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS11",NA,NA,69.57632,138.86952,59,"28/07/2015",7
"326","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,481.4,NA,NA,"2015","209","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS11",NA,NA,69.57632,138.86952,59,"28/07/2015",7
"327","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,420.6,NA,NA,"2015","209","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS11",NA,NA,69.57632,138.86952,59,"28/07/2015",7
"328","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,337.9,NA,NA,"2015","209","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS11",NA,NA,69.57632,138.86952,59,"28/07/2015",7
"329","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,314.7,NA,NA,"2015","209","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS11",NA,NA,69.57632,138.86952,59,"28/07/2015",7
"330","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,"2016","206","source_north",NA,"Qikiqtaruk",NA,NA,"HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
